REGION,TECHNOLOGY,YEAR,VALUE
REGION1,ITNG00X00,2020,241.0
REGION1,ITNG00X00,2021,231.0
REGION1,ITNG00X00,2022,0.0
REGION1,ITNG00X00,2023,0.0
REGION1,ITNG00X00,2024,0.0
REGION1,ITNG00X00,2025,0.0
REGION1,ITNG00X00,2026,0.0
REGION1,ITNG00X00,2027,0.0
REGION1,ITNG00X00,2028,0.0
REGION1,ITNG00X00,2029,0.0
REGION1,ITNG00X00,2030,0.0
REGION1,ITNG00X00,2031,0.0
REGION1,ITNG00X00,2032,0.0
REGION1,ITNG00X00,2033,0.0
REGION1,ITNG00X00,2034,0.0
REGION1,ITNG00X00,2035,0.0
REGION1,ITNG00X00,2036,0.0
REGION1,ITNG00X00,2037,0.0
REGION1,ITNG00X00,2038,0.0
REGION1,ITNG00X00,2039,0.0
REGION1,ITNG00X00,2040,0.0
REGION1,ITNG00X00,2041,0.0
REGION1,ITNG00X00,2042,0.0
REGION1,ITNG00X00,2043,0.0
REGION1,ITNG00X00,2044,0.0
REGION1,ITNG00X00,2045,0.0
REGION1,ITNG00X00,2046,0.0
REGION1,ITNG00X00,2047,0.0
REGION1,ITNG00X00,2048,0.0
REGION1,ITNG00X00,2049,0.0
REGION1,ITNG00X00,2050,0.0
REGION1,ITNG00X00,2051,0.0
REGION1,ITNG00X00,2052,0.0
REGION1,ITNG00X00,2053,0.0
REGION1,ITNG00X00,2054,0.0
REGION1,ITNG00X00,2055,0.0
REGION1,ITNG00X00,2056,0.0
REGION1,ITNG00X00,2057,0.0
REGION1,ITNG00X00,2058,0.0
REGION1,ITNG00X00,2059,0.0
REGION1,ITNG00X00,2060,0.0
REGION1,LUNG00I00,2015,5.0
REGION1,LUNG00I00,2016,5.0
REGION1,LUNG00I00,2017,5.0
REGION1,LUNG00I00,2018,5.0
REGION1,LUNG00I00,2019,5.0
REGION1,LUNG00I00,2020,5.0
REGION1,LUNG00I00,2021,5.0
REGION1,LUNG00I00,2022,0.0
REGION1,LUNG00I00,2023,0.0
REGION1,LUNG00I00,2024,0.0
REGION1,LUNG00I00,2025,0.0
REGION1,LUNG00I00,2026,0.0
REGION1,LUNG00I00,2027,0.0
REGION1,LUNG00I00,2028,0.0
REGION1,LUNG00I00,2029,0.0
REGION1,LUNG00I00,2030,0.0
REGION1,LUNG00I00,2031,0.0
REGION1,LUNG00I00,2032,0.0
REGION1,LUNG00I00,2033,0.0
REGION1,LUNG00I00,2034,0.0
REGION1,LUNG00I00,2035,0.0
REGION1,LUNG00I00,2036,0.0
REGION1,LUNG00I00,2037,0.0
REGION1,LUNG00I00,2038,0.0
REGION1,LUNG00I00,2039,0.0
REGION1,LUNG00I00,2040,0.0
REGION1,LUNG00I00,2041,0.0
REGION1,LUNG00I00,2042,0.0
REGION1,LUNG00I00,2043,0.0
REGION1,LUNG00I00,2044,0.0
REGION1,LUNG00I00,2045,0.0
REGION1,LUNG00I00,2046,0.0
REGION1,LUNG00I00,2047,0.0
REGION1,LUNG00I00,2048,0.0
REGION1,LUNG00I00,2049,0.0
REGION1,LUNG00I00,2050,0.0
REGION1,LUNG00I00,2051,0.0
REGION1,LUNG00I00,2052,0.0
REGION1,LUNG00I00,2053,0.0
REGION1,LUNG00I00,2054,0.0
REGION1,LUNG00I00,2055,0.0
REGION1,LUNG00I00,2056,0.0
REGION1,LUNG00I00,2057,0.0
REGION1,LUNG00I00,2058,0.0
REGION1,LUNG00I00,2059,0.0
REGION1,LUNG00I00,2060,0.0
REGION1,LVNG00I00,2015,23.62285714
REGION1,LVNG00I00,2016,25.23428571
REGION1,LVNG00I00,2017,21.96111111
REGION1,LVNG00I00,2018,18.68793651
REGION1,LVNG00I00,2019,15.4147619
REGION1,LVNG00I00,2020,12.1415873
REGION1,LVNG00I00,2021,8.868412698
REGION1,LVNG00I00,2022,5.595238095
REGION1,LVNG00I00,2023,0.0
REGION1,LVNG00I00,2024,0.0
REGION1,LVNG00I00,2025,0.0
REGION1,LVNG00I00,2026,0.0
REGION1,LVNG00I00,2027,0.0
REGION1,LVNG00I00,2028,0.0
REGION1,LVNG00I00,2029,0.0
REGION1,LVNG00I00,2030,0.0
REGION1,LVNG00I00,2031,0.0
REGION1,LVNG00I00,2032,0.0
REGION1,LVNG00I00,2033,0.0
REGION1,LVNG00I00,2034,0.0
REGION1,LVNG00I00,2035,0.0
REGION1,LVNG00I00,2036,0.0
REGION1,LVNG00I00,2037,0.0
REGION1,LVNG00I00,2038,0.0
REGION1,LVNG00I00,2039,0.0
REGION1,LVNG00I00,2040,0.0
REGION1,LVNG00I00,2041,0.0
REGION1,LVNG00I00,2042,0.0
REGION1,LVNG00I00,2043,0.0
REGION1,LVNG00I00,2044,0.0
REGION1,LVNG00I00,2045,0.0
REGION1,LVNG00I00,2046,0.0
REGION1,LVNG00I00,2047,0.0
REGION1,LVNG00I00,2048,0.0
REGION1,LVNG00I00,2049,0.0
REGION1,LVNG00I00,2050,0.0
REGION1,LVNG00I00,2051,0.0
REGION1,LVNG00I00,2052,0.0
REGION1,LVNG00I00,2053,0.0
REGION1,LVNG00I00,2054,0.0
REGION1,LVNG00I00,2055,0.0
REGION1,LVNG00I00,2056,0.0
REGION1,LVNG00I00,2057,0.0
REGION1,LVNG00I00,2058,0.0
REGION1,LVNG00I00,2059,0.0
REGION1,LVNG00I00,2060,0.0
REGION1,NLNG00X00,2015,285.0
REGION1,NLNG00X00,2016,285.0
REGION1,NLNG00X00,2017,280.0
REGION1,NLNG00X00,2018,280.0
REGION1,NLNG00X00,2019,280.0
REGION1,NLNG00X00,2020,280.0
REGION1,NLNG00X00,2021,280.0
REGION1,NLNG00X00,2022,0.0
REGION1,NLNG00X00,2023,0.0
REGION1,NLNG00X00,2024,0.0
REGION1,NLNG00X00,2025,0.0
REGION1,NLNG00X00,2026,0.0
REGION1,NLNG00X00,2027,0.0
REGION1,NLNG00X00,2028,0.0
REGION1,NLNG00X00,2029,0.0
REGION1,NLNG00X00,2030,0.0
REGION1,NLNG00X00,2031,0.0
REGION1,NLNG00X00,2032,0.0
REGION1,NLNG00X00,2033,0.0
REGION1,NLNG00X00,2034,0.0
REGION1,NLNG00X00,2035,0.0
REGION1,NLNG00X00,2036,0.0
REGION1,NLNG00X00,2037,0.0
REGION1,NLNG00X00,2038,0.0
REGION1,NLNG00X00,2039,0.0
REGION1,NLNG00X00,2040,0.0
REGION1,NLNG00X00,2041,0.0
REGION1,NLNG00X00,2042,0.0
REGION1,NLNG00X00,2043,0.0
REGION1,NLNG00X00,2044,0.0
REGION1,NLNG00X00,2045,0.0
REGION1,NLNG00X00,2046,0.0
REGION1,NLNG00X00,2047,0.0
REGION1,NLNG00X00,2048,0.0
REGION1,NLNG00X00,2049,0.0
REGION1,NLNG00X00,2050,0.0
REGION1,NLNG00X00,2051,0.0
REGION1,NLNG00X00,2052,0.0
REGION1,NLNG00X00,2053,0.0
REGION1,NLNG00X00,2054,0.0
REGION1,NLNG00X00,2055,0.0
REGION1,NLNG00X00,2056,0.0
REGION1,NLNG00X00,2057,0.0
REGION1,NLNG00X00,2058,0.0
REGION1,NLNG00X00,2059,0.0
REGION1,NLNG00X00,2060,0.0
REGION1,PLCOCHPH3,2015,126.0
REGION1,PLCOCHPH3,2016,126.0
REGION1,PLCOCHPH3,2017,115.0
REGION1,PLCOCHPH3,2018,0.0
REGION1,PLCOCHPH3,2019,0.0
REGION1,PLCOCHPH3,2020,0.0
REGION1,PLCOCHPH3,2021,0.0
REGION1,PLCOCHPH3,2022,0.0
REGION1,PLCOCHPH3,2023,0.0
REGION1,PLCOCHPH3,2024,0.0
REGION1,PLCOCHPH3,2025,0.0
REGION1,PLCOCHPH3,2026,0.0
REGION1,PLCOCHPH3,2027,0.0
REGION1,PLCOCHPH3,2028,0.0
REGION1,PLCOCHPH3,2029,0.0
REGION1,PLCOCHPH3,2030,0.0
REGION1,PLCOCHPH3,2031,0.0
REGION1,PLCOCHPH3,2032,0.0
REGION1,PLCOCHPH3,2033,0.0
REGION1,PLCOCHPH3,2034,0.0
REGION1,PLCOCHPH3,2035,0.0
REGION1,PLCOCHPH3,2036,0.0
REGION1,PLCOCHPH3,2037,0.0
REGION1,PLCOCHPH3,2038,0.0
REGION1,PLCOCHPH3,2039,0.0
REGION1,PLCOCHPH3,2040,0.0
REGION1,PLCOCHPH3,2041,0.0
REGION1,PLCOCHPH3,2042,0.0
REGION1,PLCOCHPH3,2043,0.0
REGION1,PLCOCHPH3,2044,0.0
REGION1,PLCOCHPH3,2045,0.0
REGION1,PLCOCHPH3,2046,0.0
REGION1,PLCOCHPH3,2047,0.0
REGION1,PLCOCHPH3,2048,0.0
REGION1,PLCOCHPH3,2049,0.0
REGION1,PLCOCHPH3,2050,0.0
REGION1,PLCOCHPH3,2051,0.0
REGION1,PLCOCHPH3,2052,0.0
REGION1,PLCOCHPH3,2053,0.0
REGION1,PLCOCHPH3,2054,0.0
REGION1,PLCOCHPH3,2055,0.0
REGION1,PLCOCHPH3,2056,0.0
REGION1,PLCOCHPH3,2057,0.0
REGION1,PLCOCHPH3,2058,0.0
REGION1,PLCOCHPH3,2059,0.0
REGION1,PLCOCHPH3,2060,0.0
REGION1,PLCOSTPH3,2015,352.0
REGION1,PLCOSTPH3,2016,352.0
REGION1,PLCOSTPH3,2017,330.0
REGION1,PLCOSTPH3,2018,0.0
REGION1,PLCOSTPH3,2019,0.0
REGION1,PLCOSTPH3,2020,0.0
REGION1,PLCOSTPH3,2021,0.0
REGION1,PLCOSTPH3,2022,0.0
REGION1,PLCOSTPH3,2023,0.0
REGION1,PLCOSTPH3,2024,0.0
REGION1,PLCOSTPH3,2025,0.0
REGION1,PLCOSTPH3,2026,0.0
REGION1,PLCOSTPH3,2027,0.0
REGION1,PLCOSTPH3,2028,0.0
REGION1,PLCOSTPH3,2029,0.0
REGION1,PLCOSTPH3,2030,0.0
REGION1,PLCOSTPH3,2031,0.0
REGION1,PLCOSTPH3,2032,0.0
REGION1,PLCOSTPH3,2033,0.0
REGION1,PLCOSTPH3,2034,0.0
REGION1,PLCOSTPH3,2035,0.0
REGION1,PLCOSTPH3,2036,0.0
REGION1,PLCOSTPH3,2037,0.0
REGION1,PLCOSTPH3,2038,0.0
REGION1,PLCOSTPH3,2039,0.0
REGION1,PLCOSTPH3,2040,0.0
REGION1,PLCOSTPH3,2041,0.0
REGION1,PLCOSTPH3,2042,0.0
REGION1,PLCOSTPH3,2043,0.0
REGION1,PLCOSTPH3,2044,0.0
REGION1,PLCOSTPH3,2045,0.0
REGION1,PLCOSTPH3,2046,0.0
REGION1,PLCOSTPH3,2047,0.0
REGION1,PLCOSTPH3,2048,0.0
REGION1,PLCOSTPH3,2049,0.0
REGION1,PLCOSTPH3,2050,0.0
REGION1,PLCOSTPH3,2051,0.0
REGION1,PLCOSTPH3,2052,0.0
REGION1,PLCOSTPH3,2053,0.0
REGION1,PLCOSTPH3,2054,0.0
REGION1,PLCOSTPH3,2055,0.0
REGION1,PLCOSTPH3,2056,0.0
REGION1,PLCOSTPH3,2057,0.0
REGION1,PLCOSTPH3,2058,0.0
REGION1,PLCOSTPH3,2059,0.0
REGION1,PLCOSTPH3,2060,0.0
REGION1,PLNG00X00,2015,47.0
REGION1,PLNG00X00,2016,47.0
REGION1,PLNG00X00,2017,40.0
REGION1,PLNG00X00,2018,40.0
REGION1,PLNG00X00,2019,40.0
REGION1,PLNG00X00,2020,40.0
REGION1,PLNG00X00,2021,40.0
REGION1,PLNG00X00,2022,40.0
REGION1,PLNG00X00,2023,0.0
REGION1,PLNG00X00,2024,0.0
REGION1,PLNG00X00,2025,0.0
REGION1,PLNG00X00,2026,0.0
REGION1,PLNG00X00,2027,0.0
REGION1,PLNG00X00,2028,0.0
REGION1,PLNG00X00,2029,0.0
REGION1,PLNG00X00,2030,0.0
REGION1,PLNG00X00,2031,0.0
REGION1,PLNG00X00,2032,0.0
REGION1,PLNG00X00,2033,0.0
REGION1,PLNG00X00,2034,0.0
REGION1,PLNG00X00,2035,0.0
REGION1,PLNG00X00,2036,0.0
REGION1,PLNG00X00,2037,0.0
REGION1,PLNG00X00,2038,0.0
REGION1,PLNG00X00,2039,0.0
REGION1,PLNG00X00,2040,0.0
REGION1,PLNG00X00,2041,0.0
REGION1,PLNG00X00,2042,0.0
REGION1,PLNG00X00,2043,0.0
REGION1,PLNG00X00,2044,0.0
REGION1,PLNG00X00,2045,0.0
REGION1,PLNG00X00,2046,0.0
REGION1,PLNG00X00,2047,0.0
REGION1,PLNG00X00,2048,0.0
REGION1,PLNG00X00,2049,0.0
REGION1,PLNG00X00,2050,0.0
REGION1,PLNG00X00,2051,0.0
REGION1,PLNG00X00,2052,0.0
REGION1,PLNG00X00,2053,0.0
REGION1,PLNG00X00,2054,0.0
REGION1,PLNG00X00,2055,0.0
REGION1,PLNG00X00,2056,0.0
REGION1,PLNG00X00,2057,0.0
REGION1,PLNG00X00,2058,0.0
REGION1,PLNG00X00,2059,0.0
REGION1,PLNG00X00,2060,0.0
REGION1,PTNG00I00,2015,65.5
REGION1,PTNG00I00,2016,65.5
REGION1,PTNG00I00,2017,60.0
REGION1,PTNG00I00,2018,60.0
REGION1,PTNG00I00,2019,60.0
REGION1,PTNG00I00,2020,60.0
REGION1,PTNG00I00,2021,60.0
REGION1,PTNG00I00,2022,60.0
REGION1,PTNG00I00,2023,0.0
REGION1,PTNG00I00,2024,0.0
REGION1,PTNG00I00,2025,0.0
REGION1,PTNG00I00,2026,0.0
REGION1,PTNG00I00,2027,0.0
REGION1,PTNG00I00,2028,0.0
REGION1,PTNG00I00,2029,0.0
REGION1,PTNG00I00,2030,0.0
REGION1,PTNG00I00,2031,0.0
REGION1,PTNG00I00,2032,0.0
REGION1,PTNG00I00,2033,0.0
REGION1,PTNG00I00,2034,0.0
REGION1,PTNG00I00,2035,0.0
REGION1,PTNG00I00,2036,0.0
REGION1,PTNG00I00,2037,0.0
REGION1,PTNG00I00,2038,0.0
REGION1,PTNG00I00,2039,0.0
REGION1,PTNG00I00,2040,0.0
REGION1,PTNG00I00,2041,0.0
REGION1,PTNG00I00,2042,0.0
REGION1,PTNG00I00,2043,0.0
REGION1,PTNG00I00,2044,0.0
REGION1,PTNG00I00,2045,0.0
REGION1,PTNG00I00,2046,0.0
REGION1,PTNG00I00,2047,0.0
REGION1,PTNG00I00,2048,0.0
REGION1,PTNG00I00,2049,0.0
REGION1,PTNG00I00,2050,0.0
REGION1,PTNG00I00,2051,0.0
REGION1,PTNG00I00,2052,0.0
REGION1,PTNG00I00,2053,0.0
REGION1,PTNG00I00,2054,0.0
REGION1,PTNG00I00,2055,0.0
REGION1,PTNG00I00,2056,0.0
REGION1,PTNG00I00,2057,0.0
REGION1,PTNG00I00,2058,0.0
REGION1,PTNG00I00,2059,0.0
REGION1,PTNG00I00,2060,0.0
REGION1,ROCO00X00,2015,154.0
REGION1,ROCO00X00,2016,135.0
REGION1,ROCO00X00,2017,115.0
REGION1,ROCO00X00,2018,0.0
REGION1,ROCO00X00,2019,0.0
REGION1,ROCO00X00,2020,0.0
REGION1,ROCO00X00,2021,0.0
REGION1,ROCO00X00,2022,0.0
REGION1,ROCO00X00,2023,0.0
REGION1,ROCO00X00,2024,0.0
REGION1,ROCO00X00,2025,0.0
REGION1,ROCO00X00,2026,0.0
REGION1,ROCO00X00,2027,0.0
REGION1,ROCO00X00,2028,0.0
REGION1,ROCO00X00,2029,0.0
REGION1,ROCO00X00,2030,0.0
REGION1,ROCO00X00,2031,0.0
REGION1,ROCO00X00,2032,0.0
REGION1,ROCO00X00,2033,0.0
REGION1,ROCO00X00,2034,0.0
REGION1,ROCO00X00,2035,0.0
REGION1,ROCO00X00,2036,0.0
REGION1,ROCO00X00,2037,0.0
REGION1,ROCO00X00,2038,0.0
REGION1,ROCO00X00,2039,0.0
REGION1,ROCO00X00,2040,0.0
REGION1,ROCO00X00,2041,0.0
REGION1,ROCO00X00,2042,0.0
REGION1,ROCO00X00,2043,0.0
REGION1,ROCO00X00,2044,0.0
REGION1,ROCO00X00,2045,0.0
REGION1,ROCO00X00,2046,0.0
REGION1,ROCO00X00,2047,0.0
REGION1,ROCO00X00,2048,0.0
REGION1,ROCO00X00,2049,0.0
REGION1,ROCO00X00,2050,0.0
REGION1,ROCO00X00,2051,0.0
REGION1,ROCO00X00,2052,0.0
REGION1,ROCO00X00,2053,0.0
REGION1,ROCO00X00,2054,0.0
REGION1,ROCO00X00,2055,0.0
REGION1,ROCO00X00,2056,0.0
REGION1,ROCO00X00,2057,0.0
REGION1,ROCO00X00,2058,0.0
REGION1,ROCO00X00,2059,0.0
REGION1,ROCO00X00,2060,0.0
REGION1,RONG00X00,2015,75.0
REGION1,RONG00X00,2016,77.0
REGION1,RONG00X00,2017,58.0
REGION1,RONG00X00,2018,58.0
REGION1,RONG00X00,2019,58.0
REGION1,RONG00X00,2020,58.0
REGION1,RONG00X00,2021,0.0
REGION1,RONG00X00,2022,0.0
REGION1,RONG00X00,2023,0.0
REGION1,RONG00X00,2024,0.0
REGION1,RONG00X00,2025,0.0
REGION1,RONG00X00,2026,0.0
REGION1,RONG00X00,2027,0.0
REGION1,RONG00X00,2028,0.0
REGION1,RONG00X00,2029,0.0
REGION1,RONG00X00,2030,0.0
REGION1,RONG00X00,2031,0.0
REGION1,RONG00X00,2032,0.0
REGION1,RONG00X00,2033,0.0
REGION1,RONG00X00,2034,0.0
REGION1,RONG00X00,2035,0.0
REGION1,RONG00X00,2036,0.0
REGION1,RONG00X00,2037,0.0
REGION1,RONG00X00,2038,0.0
REGION1,RONG00X00,2039,0.0
REGION1,RONG00X00,2040,0.0
REGION1,RONG00X00,2041,0.0
REGION1,RONG00X00,2042,0.0
REGION1,RONG00X00,2043,0.0
REGION1,RONG00X00,2044,0.0
REGION1,RONG00X00,2045,0.0
REGION1,RONG00X00,2046,0.0
REGION1,RONG00X00,2047,0.0
REGION1,RONG00X00,2048,0.0
REGION1,RONG00X00,2049,0.0
REGION1,RONG00X00,2050,0.0
REGION1,RONG00X00,2051,0.0
REGION1,RONG00X00,2052,0.0
REGION1,RONG00X00,2053,0.0
REGION1,RONG00X00,2054,0.0
REGION1,RONG00X00,2055,0.0
REGION1,RONG00X00,2056,0.0
REGION1,RONG00X00,2057,0.0
REGION1,RONG00X00,2058,0.0
REGION1,RONG00X00,2059,0.0
REGION1,RONG00X00,2060,0.0
REGION1,SING00I00,2015,1.9
REGION1,SING00I00,2016,1.9
REGION1,SING00I00,2017,1.9
REGION1,SING00I00,2018,1.9
REGION1,SING00I00,2019,1.9
REGION1,SING00I00,2020,1.9
REGION1,SING00I00,2021,0.0
REGION1,SING00I00,2022,0.0
REGION1,SING00I00,2023,0.0
REGION1,SING00I00,2024,0.0
REGION1,SING00I00,2025,0.0
REGION1,SING00I00,2026,0.0
REGION1,SING00I00,2027,0.0
REGION1,SING00I00,2028,0.0
REGION1,SING00I00,2029,0.0
REGION1,SING00I00,2030,0.0
REGION1,SING00I00,2031,0.0
REGION1,SING00I00,2032,0.0
REGION1,SING00I00,2033,0.0
REGION1,SING00I00,2034,0.0
REGION1,SING00I00,2035,0.0
REGION1,SING00I00,2036,0.0
REGION1,SING00I00,2037,0.0
REGION1,SING00I00,2038,0.0
REGION1,SING00I00,2039,0.0
REGION1,SING00I00,2040,0.0
REGION1,SING00I00,2041,0.0
REGION1,SING00I00,2042,0.0
REGION1,SING00I00,2043,0.0
REGION1,SING00I00,2044,0.0
REGION1,SING00I00,2045,0.0
REGION1,SING00I00,2046,0.0
REGION1,SING00I00,2047,0.0
REGION1,SING00I00,2048,0.0
REGION1,SING00I00,2049,0.0
REGION1,SING00I00,2050,0.0
REGION1,SING00I00,2051,0.0
REGION1,SING00I00,2052,0.0
REGION1,SING00I00,2053,0.0
REGION1,SING00I00,2054,0.0
REGION1,SING00I00,2055,0.0
REGION1,SING00I00,2056,0.0
REGION1,SING00I00,2057,0.0
REGION1,SING00I00,2058,0.0
REGION1,SING00I00,2059,0.0
REGION1,SING00I00,2060,0.0
REGION1,SING00X00,2015,0.1
REGION1,SING00X00,2016,0.1
REGION1,SING00X00,2017,0.1
REGION1,SING00X00,2018,0.1
REGION1,SING00X00,2019,0.1
REGION1,SING00X00,2020,0.1
REGION1,SING00X00,2021,0.0
REGION1,SING00X00,2022,0.0
REGION1,SING00X00,2023,0.0
REGION1,SING00X00,2024,0.0
REGION1,SING00X00,2025,0.0
REGION1,SING00X00,2026,0.0
REGION1,SING00X00,2027,0.0
REGION1,SING00X00,2028,0.0
REGION1,SING00X00,2029,0.0
REGION1,SING00X00,2030,0.0
REGION1,SING00X00,2031,0.0
REGION1,SING00X00,2032,0.0
REGION1,SING00X00,2033,0.0
REGION1,SING00X00,2034,0.0
REGION1,SING00X00,2035,0.0
REGION1,SING00X00,2036,0.0
REGION1,SING00X00,2037,0.0
REGION1,SING00X00,2038,0.0
REGION1,SING00X00,2039,0.0
REGION1,SING00X00,2040,0.0
REGION1,SING00X00,2041,0.0
REGION1,SING00X00,2042,0.0
REGION1,SING00X00,2043,0.0
REGION1,SING00X00,2044,0.0
REGION1,SING00X00,2045,0.0
REGION1,SING00X00,2046,0.0
REGION1,SING00X00,2047,0.0
REGION1,SING00X00,2048,0.0
REGION1,SING00X00,2049,0.0
REGION1,SING00X00,2050,0.0
REGION1,SING00X00,2051,0.0
REGION1,SING00X00,2052,0.0
REGION1,SING00X00,2053,0.0
REGION1,SING00X00,2054,0.0
REGION1,SING00X00,2055,0.0
REGION1,SING00X00,2056,0.0
REGION1,SING00X00,2057,0.0
REGION1,SING00X00,2058,0.0
REGION1,SING00X00,2059,0.0
REGION1,SING00X00,2060,0.0
REGION1,SKNG00I00,2015,5.0
REGION1,SKNG00I00,2016,6.0
REGION1,SKNG00I00,2017,6.0
REGION1,SKNG00I00,2018,6.0
REGION1,SKNG00I00,2019,6.0
REGION1,SKNG00I00,2020,6.0
REGION1,SKNG00I00,2021,6.0
REGION1,SKNG00I00,2022,0.0
REGION1,SKNG00I00,2023,0.0
REGION1,SKNG00I00,2024,0.0
REGION1,SKNG00I00,2025,0.0
REGION1,SKNG00I00,2026,0.0
REGION1,SKNG00I00,2027,0.0
REGION1,SKNG00I00,2028,0.0
REGION1,SKNG00I00,2029,0.0
REGION1,SKNG00I00,2030,0.0
REGION1,SKNG00I00,2031,0.0
REGION1,SKNG00I00,2032,0.0
REGION1,SKNG00I00,2033,0.0
REGION1,SKNG00I00,2034,0.0
REGION1,SKNG00I00,2035,0.0
REGION1,SKNG00I00,2036,0.0
REGION1,SKNG00I00,2037,0.0
REGION1,SKNG00I00,2038,0.0
REGION1,SKNG00I00,2039,0.0
REGION1,SKNG00I00,2040,0.0
REGION1,SKNG00I00,2041,0.0
REGION1,SKNG00I00,2042,0.0
REGION1,SKNG00I00,2043,0.0
REGION1,SKNG00I00,2044,0.0
REGION1,SKNG00I00,2045,0.0
REGION1,SKNG00I00,2046,0.0
REGION1,SKNG00I00,2047,0.0
REGION1,SKNG00I00,2048,0.0
REGION1,SKNG00I00,2049,0.0
REGION1,SKNG00I00,2050,0.0
REGION1,SKNG00I00,2051,0.0
REGION1,SKNG00I00,2052,0.0
REGION1,SKNG00I00,2053,0.0
REGION1,SKNG00I00,2054,0.0
REGION1,SKNG00I00,2055,0.0
REGION1,SKNG00I00,2056,0.0
REGION1,SKNG00I00,2057,0.0
REGION1,SKNG00I00,2058,0.0
REGION1,SKNG00I00,2059,0.0
REGION1,SKNG00I00,2060,0.0
REGION1,SKNG00X00,2015,5.0
REGION1,SKNG00X00,2016,4.0
REGION1,SKNG00X00,2017,4.0
REGION1,SKNG00X00,2018,4.0
REGION1,SKNG00X00,2019,4.0
REGION1,SKNG00X00,2020,4.0
REGION1,SKNG00X00,2021,4.0
REGION1,SKNG00X00,2022,0.0
REGION1,SKNG00X00,2023,0.0
REGION1,SKNG00X00,2024,0.0
REGION1,SKNG00X00,2025,0.0
REGION1,SKNG00X00,2026,0.0
REGION1,SKNG00X00,2027,0.0
REGION1,SKNG00X00,2028,0.0
REGION1,SKNG00X00,2029,0.0
REGION1,SKNG00X00,2030,0.0
REGION1,SKNG00X00,2031,0.0
REGION1,SKNG00X00,2032,0.0
REGION1,SKNG00X00,2033,0.0
REGION1,SKNG00X00,2034,0.0
REGION1,SKNG00X00,2035,0.0
REGION1,SKNG00X00,2036,0.0
REGION1,SKNG00X00,2037,0.0
REGION1,SKNG00X00,2038,0.0
REGION1,SKNG00X00,2039,0.0
REGION1,SKNG00X00,2040,0.0
REGION1,SKNG00X00,2041,0.0
REGION1,SKNG00X00,2042,0.0
REGION1,SKNG00X00,2043,0.0
REGION1,SKNG00X00,2044,0.0
REGION1,SKNG00X00,2045,0.0
REGION1,SKNG00X00,2046,0.0
REGION1,SKNG00X00,2047,0.0
REGION1,SKNG00X00,2048,0.0
REGION1,SKNG00X00,2049,0.0
REGION1,SKNG00X00,2050,0.0
REGION1,SKNG00X00,2051,0.0
REGION1,SKNG00X00,2052,0.0
REGION1,SKNG00X00,2053,0.0
REGION1,SKNG00X00,2054,0.0
REGION1,SKNG00X00,2055,0.0
REGION1,SKNG00X00,2056,0.0
REGION1,SKNG00X00,2057,0.0
REGION1,SKNG00X00,2058,0.0
REGION1,SKNG00X00,2059,0.0
REGION1,SKNG00X00,2060,0.0
REGION1,UKNG00X00,2015,619.0
REGION1,UKNG00X00,2016,619.0
REGION1,UKNG00X00,2017,610.0
REGION1,UKNG00X00,2018,610.0
REGION1,UKNG00X00,2019,610.0
REGION1,UKNG00X00,2020,610.0
REGION1,UKNG00X00,2021,0.0
REGION1,UKNG00X00,2022,0.0
REGION1,UKNG00X00,2023,0.0
REGION1,UKNG00X00,2024,0.0
REGION1,UKNG00X00,2025,0.0
REGION1,UKNG00X00,2026,0.0
REGION1,UKNG00X00,2027,0.0
REGION1,UKNG00X00,2028,0.0
REGION1,UKNG00X00,2029,0.0
REGION1,UKNG00X00,2030,0.0
REGION1,UKNG00X00,2031,0.0
REGION1,UKNG00X00,2032,0.0
REGION1,UKNG00X00,2033,0.0
REGION1,UKNG00X00,2034,0.0
REGION1,UKNG00X00,2035,0.0
REGION1,UKNG00X00,2036,0.0
REGION1,UKNG00X00,2037,0.0
REGION1,UKNG00X00,2038,0.0
REGION1,UKNG00X00,2039,0.0
REGION1,UKNG00X00,2040,0.0
REGION1,UKNG00X00,2041,0.0
REGION1,UKNG00X00,2042,0.0
REGION1,UKNG00X00,2043,0.0
REGION1,UKNG00X00,2044,0.0
REGION1,UKNG00X00,2045,0.0
REGION1,UKNG00X00,2046,0.0
REGION1,UKNG00X00,2047,0.0
REGION1,UKNG00X00,2048,0.0
REGION1,UKNG00X00,2049,0.0
REGION1,UKNG00X00,2050,0.0
REGION1,UKNG00X00,2051,0.0
REGION1,UKNG00X00,2052,0.0
REGION1,UKNG00X00,2053,0.0
REGION1,UKNG00X00,2054,0.0
REGION1,UKNG00X00,2055,0.0
REGION1,UKNG00X00,2056,0.0
REGION1,UKNG00X00,2057,0.0
REGION1,UKNG00X00,2058,0.0
REGION1,UKNG00X00,2059,0.0
REGION1,UKNG00X00,2060,0.0
